Lead_ID,Name,Email_Source,Contacted,Engagement_Score,Location,Profession,Course_Interest,Follow_Up_Count,Converted
L3079,Kunal Bansal,Social Media,No,74,Kolkata,Freelancer,Data Science - Advanced,0,0
L3080,Sai Patel,Walk-in,No,20,Kolkata,Student,Machine Learning,0,0
L3081,Kunal Naidu,Social Media,Yes,32,Mumbai,Working Professional,Machine Learning,2,0
L3082,Vivaan Patel,Email,Yes,5,Delhi,Student,Machine Learning,2,0
L3083,Saanvi Pillai,Walk-in,Yes,86,Mumbai,Student,AI & Deep Learning,2,1
L3084,Ananya Choudhary,Referral,No,95,Chennai,Student,Machine Learning,2,1
L3085,Vihaan Shetty,Website,Yes,19,Chennai,Freelancer,Machine Learning,2,0
L3086,Vivaan Das,Email,Yes,80,Mumbai,Student,AI & Deep Learning,0,1
L3087,Aanya Nair,Social Media,Yes,8,Ahmedabad,Freelancer,Data Science - Advanced,1,1
L3088,Arjun Reddy,Referral,Yes,54,Ahmedabad,Student,Data Science - Advanced,5,0
L3089,Riya Joshi,Referral,Yes,84,Chennai,Freelancer,AI & Deep Learning,1,0
L3090,Aarohi Mehta,Email,No,74,Mumbai,Freelancer,Data Science - Beginner,0,1
L3091,Shruti Iyer,Website,No,64,Pune,Student,AI & Deep Learning,0,0
L3092,Sai Gupta,Social Media,Yes,83,Kolkata,Working Professional,Machine Learning,4,1
L3093,Arjun Khan,Website,No,16,Pune,Freelancer,Machine Learning,0,1
L3094,Ananya Bansal,Social Media,No,87,Ahmedabad,Freelancer,Data Science - Beginner,5,0
L3095,Aarohi Naidu,Social Media,No,6,Bangalore,Freelancer,Data Science - Beginner,1,0
L3096,Rohan Sharma,Referral,No,39,Kolkata,Working Professional,AI & Deep Learning,3,1
L3097,Vivaan Chopra,Social Media,No,11,Ahmedabad,Freelancer,Machine Learning,3,1
L3098,Rohan Mehta,Social Media,Yes,50,Hyderabad,Freelancer,Machine Learning,3,0
L3099,Krishna Kulkarni,Walk-in,No,68,Ahmedabad,Freelancer,AI & Deep Learning,5,1
L3100,Diya Das,Walk-in,Yes,10,Delhi,Working Professional,Data Science - Beginner,3,0
L3101,Arjun Chopra,Social Media,Yes,13,Delhi,Freelancer,AI & Deep Learning,0,1
L3102,Riya Chopra,Email,No,11,Jaipur,Freelancer,Data Science - Beginner,1,0
L3103,Ishaan Choudhary,Social Media,No,67,Jaipur,Working Professional,Data Science - Advanced,4,0
L3104,Shruti Singh,Email,Yes,76,Mumbai,Working Professional,AI & Deep Learning,4,0
L3105,Diya Iyer,Email,No,17,Ahmedabad,Student,Machine Learning,0,1
L3106,Riya Mehta,Social Media,No,94,Delhi,Student,AI & Deep Learning,3,0
L3107,Meera Khan,Walk-in,No,81,Ahmedabad,Freelancer,AI & Deep Learning,2,1
L3108,Arjun Chopra,Website,No,100,Ahmedabad,Freelancer,Data Science - Advanced,1,0
L3109,Meera Sharma,Social Media,Yes,20,Delhi,Working Professional,Data Science - Advanced,0,1
L3110,Aarohi Kulkarni,Email,No,69,Bangalore,Freelancer,AI & Deep Learning,3,1
L3111,Riya Kulkarni,Social Media,No,36,Hyderabad,Freelancer,Data Science - Advanced,3,1
L3112,Rohan Chopra,Email,No,43,Pune,Student,Data Science - Advanced,2,0
L3113,Aditya Saxena,Email,No,88,Hyderabad,Freelancer,Data Science - Advanced,4,1
L3114,Rohan Shetty,Referral,No,12,Mumbai,Freelancer,Machine Learning,4,1
L3115,Sai Das,Referral,No,98,Mumbai,Freelancer,Data Science - Beginner,4,1
L3116,Isha Khan,Email,Yes,35,Jaipur,Working Professional,Machine Learning,2,0
L3117,Diya Das,Email,Yes,79,Chennai,Working Professional,AI & Deep Learning,1,0
L3118,Vivaan Chopra,Website,No,95,Ahmedabad,Student,Data Science - Beginner,0,1
L3119,Ishaan Verma,Social Media,No,74,Kolkata,Freelancer,Data Science - Advanced,1,1
L3120,Arjun Gupta,Walk-in,No,98,Ahmedabad,Freelancer,Data Science - Advanced,2,0
L3121,Riya Naidu,Referral,Yes,73,Ahmedabad,Working Professional,AI & Deep Learning,5,0
L3122,Aditya Kulkarni,Social Media,No,2,Delhi,Student,Machine Learning,4,0
L3123,Aditya Choudhary,Website,No,96,Delhi,Working Professional,AI & Deep Learning,3,1
L3124,Vihaan Joshi,Email,No,35,Chennai,Student,Machine Learning,1,0
L3125,Aanya Verma,Walk-in,No,63,Bangalore,Freelancer,AI & Deep Learning,5,0
L3126,Riya Gupta,Social Media,No,96,Delhi,Working Professional,Machine Learning,4,0
L3127,Vihaan Nair,Website,No,53,Kolkata,Freelancer,Data Science - Advanced,4,1
L3128,Vivaan Bansal,Social Media,No,42,Delhi,Freelancer,Data Science - Advanced,0,1
L3129,Saanvi Choudhary,Email,Yes,12,Pune,Working Professional,Data Science - Advanced,3,1
L3130,Ishaan Nair,Email,No,62,Ahmedabad,Working Professional,Machine Learning,5,1
L3131,Aarav Pillai,Walk-in,Yes,62,Hyderabad,Student,Data Science - Beginner,4,0
L3132,Saanvi Saxena,Email,No,9,Pune,Freelancer,Machine Learning,2,0
L3133,Kunal Nair,Website,No,27,Mumbai,Working Professional,Machine Learning,4,0
L3134,Aarohi Iyer,Walk-in,No,85,Jaipur,Working Professional,Machine Learning,3,1
L3135,Isha Joshi,Referral,No,75,Nagpur,Working Professional,Data Science - Beginner,2,1
L3136,Kunal Nair,Email,Yes,82,Bangalore,Student,AI & Deep Learning,4,1
L3137,Riya Reddy,Email,No,73,Pune,Student,Data Science - Beginner,4,1
L3138,Kavya Verma,Referral,No,89,Delhi,Working Professional,Data Science - Beginner,2,0
L3139,Diya Chopra,Referral,No,16,Nagpur,Freelancer,Data Science - Beginner,0,0
L3140,Ananya Khan,Referral,No,30,Bangalore,Freelancer,Machine Learning,1,0
L3141,Rohan Shetty,Referral,Yes,23,Hyderabad,Working Professional,AI & Deep Learning,4,1
L3142,Aanya Khan,Social Media,Yes,44,Bangalore,Freelancer,AI & Deep Learning,2,0
L3143,Aanya Shetty,Email,No,60,Delhi,Freelancer,Machine Learning,1,0
L3144,Arjun Shetty,Email,No,45,Ahmedabad,Student,Machine Learning,3,1
L3145,Riya Joshi,Walk-in,Yes,84,Chennai,Working Professional,Data Science - Beginner,1,1
L3146,Vihaan Mehta,Referral,Yes,31,Delhi,Freelancer,Machine Learning,3,0
L3147,Kunal Sharma,Referral,Yes,33,Chennai,Freelancer,AI & Deep Learning,5,0
L3148,Rohan Saxena,Walk-in,No,93,Delhi,Working Professional,Data Science - Beginner,4,1
L3149,Ananya Chopra,Email,Yes,67,Delhi,Working Professional,Machine Learning,2,1
L3150,Vivaan Reddy,Referral,Yes,25,Jaipur,Working Professional,Data Science - Beginner,0,0
L3151,Saanvi Joshi,Walk-in,Yes,85,Nagpur,Student,AI & Deep Learning,5,0
L3152,Aanya Pillai,Walk-in,No,74,Nagpur,Working Professional,AI & Deep Learning,5,0
L3153,Aarohi Choudhary,Email,Yes,51,Pune,Student,Machine Learning,4,0
L3154,Meera Chopra,Referral,No,52,Delhi,Working Professional,Data Science - Advanced,3,1
L3155,Krishna Joshi,Email,No,6,Kolkata,Student,AI & Deep Learning,1,0
L3156,Meera Shetty,Website,No,100,Mumbai,Student,Data Science - Advanced,2,0
L3157,Ishaan Nair,Social Media,Yes,35,Delhi,Student,AI & Deep Learning,2,0
L3158,Riya Singh,Walk-in,Yes,56,Chennai,Freelancer,Data Science - Advanced,2,1
L3159,Shruti Das,Referral,Yes,89,Bangalore,Freelancer,Data Science - Beginner,1,0
L3160,Vivaan Pillai,Website,No,100,Chennai,Working Professional,Data Science - Advanced,3,0
L3161,Aarohi Bansal,Email,Yes,86,Chennai,Student,AI & Deep Learning,4,1
L3162,Aditya Gupta,Walk-in,No,55,Jaipur,Student,Data Science - Beginner,1,0
L3163,Ishaan Bansal,Social Media,No,81,Pune,Working Professional,Data Science - Advanced,3,0
L3164,Vihaan Chopra,Referral,Yes,43,Jaipur,Working Professional,AI & Deep Learning,2,1
L3165,Rohan Khan,Referral,No,90,Delhi,Student,Machine Learning,5,1
L3166,Rohan Singh,Social Media,Yes,67,Mumbai,Freelancer,Machine Learning,0,0
L3167,Aanya Pillai,Website,Yes,88,Hyderabad,Student,Data Science - Beginner,1,0
L3168,Shruti Mehta,Referral,No,66,Bangalore,Student,Machine Learning,3,0
L3169,Rohan Naidu,Website,Yes,4,Mumbai,Working Professional,Data Science - Advanced,1,0
L3170,Ananya Khan,Social Media,Yes,15,Pune,Working Professional,Data Science - Advanced,4,0
L3171,Aanya Sharma,Website,Yes,66,Kolkata,Working Professional,Machine Learning,3,1
L3172,Vivaan Chopra,Social Media,No,85,Kolkata,Working Professional,Data Science - Beginner,4,0
L3173,Saanvi Naidu,Website,No,1,Kolkata,Working Professional,AI & Deep Learning,5,0
L3174,Isha Bansal,Social Media,No,19,Nagpur,Working Professional,AI & Deep Learning,4,0
L3175,Kunal Reddy,Walk-in,No,74,Delhi,Student,Data Science - Advanced,5,0
L3176,Aanya Singh,Email,No,33,Jaipur,Working Professional,AI & Deep Learning,2,0
L3177,Shruti Nair,Social Media,No,5,Hyderabad,Freelancer,Data Science - Advanced,4,0
L3178,Aanya Khan,Walk-in,Yes,73,Kolkata,Freelancer,Data Science - Beginner,1,1
L3179,Arjun Choudhary,Social Media,No,88,Nagpur,Student,Data Science - Beginner,5,1
L3180,Meera Chopra,Social Media,Yes,51,Ahmedabad,Student,AI & Deep Learning,3,0
L3181,Saanvi Khan,Website,Yes,43,Delhi,Student,Data Science - Advanced,5,1
L3182,Arjun Choudhary,Website,No,1,Pune,Student,Data Science - Beginner,3,0
L3183,Meera Kulkarni,Referral,No,36,Ahmedabad,Student,Data Science - Advanced,4,0
L3184,Ishaan Joshi,Walk-in,Yes,97,Ahmedabad,Working Professional,Data Science - Advanced,5,0
L3185,Aarav Das,Email,No,31,Hyderabad,Student,AI & Deep Learning,2,1
L3186,Rohan Naidu,Walk-in,Yes,99,Hyderabad,Student,Data Science - Beginner,1,0
L3187,Kunal Verma,Social Media,Yes,70,Delhi,Student,Data Science - Beginner,4,1
L3188,Diya Kulkarni,Walk-in,No,73,Jaipur,Student,Data Science - Advanced,2,1
L3189,Vihaan Saxena,Referral,Yes,63,Nagpur,Student,Data Science - Beginner,2,1
L3190,Aarohi Pillai,Social Media,No,10,Pune,Working Professional,AI & Deep Learning,0,1
L3191,Aditya Naidu,Email,Yes,98,Ahmedabad,Freelancer,Machine Learning,1,0
L3192,Saanvi Naidu,Walk-in,No,15,Ahmedabad,Working Professional,AI & Deep Learning,3,1
L3193,Isha Verma,Social Media,No,36,Delhi,Working Professional,Machine Learning,5,1
L3194,Krishna Patel,Referral,Yes,6,Delhi,Student,Data Science - Advanced,2,1
L3195,Saanvi Choudhary,Referral,No,44,Mumbai,Student,Machine Learning,4,1
L3196,Meera Verma,Walk-in,No,90,Kolkata,Freelancer,Data Science - Advanced,0,0
L3197,Diya Naidu,Social Media,No,38,Pune,Working Professional,Data Science - Beginner,3,1
L3198,Shruti Singh,Referral,No,16,Mumbai,Student,Data Science - Beginner,3,1
L3199,Aanya Singh,Referral,No,38,Hyderabad,Working Professional,Machine Learning,3,0
L3200,Aarohi Chopra,Referral,Yes,22,Chennai,Freelancer,Data Science - Advanced,2,1
L3201,Rohan Sharma,Website,Yes,78,Ahmedabad,Working Professional,AI & Deep Learning,4,1
L3202,Isha Sharma,Referral,No,93,Jaipur,Freelancer,Data Science - Advanced,5,1
L3203,Aditya Mehta,Walk-in,Yes,53,Ahmedabad,Working Professional,Data Science - Beginner,4,1
L3204,Saanvi Pillai,Referral,No,60,Nagpur,Freelancer,Data Science - Advanced,4,1
L3205,Arjun Naidu,Website,No,60,Jaipur,Student,AI & Deep Learning,0,0
L3206,Vivaan Pillai,Website,No,16,Pune,Freelancer,AI & Deep Learning,1,0
L3207,Vivaan Das,Walk-in,Yes,37,Delhi,Student,Data Science - Advanced,1,0
L3208,Vivaan Gupta,Website,Yes,33,Bangalore,Working Professional,Data Science - Beginner,3,0
L3209,Aanya Chopra,Email,Yes,88,Nagpur,Working Professional,Machine Learning,5,0
L3210,Ishaan Choudhary,Referral,No,42,Pune,Freelancer,Machine Learning,0,0
L3211,Aarohi Choudhary,Website,No,92,Nagpur,Student,AI & Deep Learning,2,1
L3212,Aarohi Shetty,Email,No,69,Kolkata,Working Professional,Data Science - Advanced,0,0
L3213,Shruti Kulkarni,Social Media,No,22,Hyderabad,Working Professional,Machine Learning,1,0
L3214,Ananya Iyer,Referral,No,98,Bangalore,Student,Machine Learning,2,0
L3215,Riya Shetty,Referral,No,70,Chennai,Student,Data Science - Advanced,0,0
L3216,Shruti Gupta,Website,Yes,32,Mumbai,Working Professional,Data Science - Beginner,0,1
L3217,Meera Naidu,Referral,Yes,76,Jaipur,Freelancer,Data Science - Advanced,4,1
L3218,Shruti Kulkarni,Referral,Yes,67,Kolkata,Student,Data Science - Beginner,2,0
L3219,Kunal Chopra,Email,No,23,Jaipur,Student,AI & Deep Learning,5,1
L3220,Kunal Singh,Social Media,No,2,Delhi,Student,Data Science - Advanced,4,0
L3221,Riya Sharma,Social Media,No,11,Nagpur,Student,AI & Deep Learning,2,1
L3222,Aditya Gupta,Social Media,Yes,88,Pune,Freelancer,Data Science - Beginner,0,1
L3223,Diya Singh,Email,No,9,Chennai,Working Professional,AI & Deep Learning,4,0
L3224,Aditya Verma,Email,No,54,Pune,Working Professional,Machine Learning,5,0
L3225,Vihaan Joshi,Website,No,88,Jaipur,Working Professional,Machine Learning,2,0
L3226,Vivaan Iyer,Referral,Yes,62,Ahmedabad,Working Professional,Machine Learning,5,0
L3227,Ishaan Sharma,Walk-in,No,65,Kolkata,Student,Data Science - Advanced,5,0
L3228,Aanya Shetty,Social Media,No,7,Mumbai,Working Professional,Machine Learning,3,0
L3229,Krishna Gupta,Referral,No,10,Bangalore,Freelancer,Machine Learning,4,0
L3230,Kavya Pillai,Social Media,Yes,47,Nagpur,Freelancer,Data Science - Beginner,4,1
L3231,Riya Nair,Referral,Yes,4,Jaipur,Student,Machine Learning,0,0
L3232,Vivaan Reddy,Walk-in,Yes,71,Hyderabad,Student,Data Science - Advanced,1,0
L3233,Shruti Pillai,Social Media,No,74,Delhi,Working Professional,Machine Learning,4,0
L3234,Shruti Reddy,Email,No,42,Mumbai,Student,AI & Deep Learning,1,1
L3235,Aditya Singh,Walk-in,Yes,3,Kolkata,Working Professional,AI & Deep Learning,2,0
L3236,Kunal Bansal,Email,No,31,Jaipur,Working Professional,Data Science - Advanced,3,0
L3237,Diya Nair,Social Media,Yes,89,Mumbai,Student,Machine Learning,5,1
L3238,Saanvi Iyer,Referral,No,62,Pune,Working Professional,Machine Learning,1,1
L3239,Ishaan Choudhary,Email,No,67,Kolkata,Student,AI & Deep Learning,2,1
L3240,Vihaan Choudhary,Referral,No,29,Ahmedabad,Freelancer,Data Science - Beginner,1,0
L3241,Krishna Khan,Walk-in,Yes,83,Bangalore,Student,Machine Learning,3,1
L3242,Vivaan Sharma,Social Media,No,2,Jaipur,Student,AI & Deep Learning,5,1
L3243,Riya Iyer,Referral,No,17,Bangalore,Student,AI & Deep Learning,3,0
L3244,Arjun Joshi,Email,Yes,5,Delhi,Working Professional,Data Science - Advanced,0,0
L3245,Rohan Verma,Social Media,No,19,Kolkata,Student,Data Science - Beginner,5,0
L3246,Saanvi Bansal,Website,No,40,Mumbai,Working Professional,AI & Deep Learning,2,1
L3247,Shruti Sharma,Social Media,Yes,67,Bangalore,Student,Data Science - Advanced,1,1
L3248,Kavya Kulkarni,Email,No,40,Pune,Student,Data Science - Advanced,5,1
L3249,Kavya Das,Referral,No,62,Mumbai,Working Professional,Data Science - Advanced,4,0
L3250,Sai Bansal,Referral,Yes,95,Bangalore,Working Professional,Data Science - Advanced,3,1
L3251,Aarav Verma,Website,Yes,78,Jaipur,Student,Data Science - Beginner,5,0
L3252,Isha Singh,Referral,No,9,Bangalore,Working Professional,Data Science - Advanced,3,1
L3253,Krishna Choudhary,Email,No,85,Nagpur,Freelancer,Machine Learning,1,0
L3254,Vihaan Naidu,Walk-in,No,77,Pune,Freelancer,Data Science - Beginner,5,1
L3255,Saanvi Joshi,Email,Yes,80,Delhi,Working Professional,Data Science - Advanced,5,1
L3256,Shruti Sharma,Email,No,28,Jaipur,Student,Machine Learning,1,1
L3257,Meera Iyer,Email,No,26,Delhi,Freelancer,Data Science - Beginner,1,0
L3258,Aarav Saxena,Website,No,44,Delhi,Freelancer,Data Science - Advanced,0,0
L3259,Krishna Das,Email,Yes,23,Pune,Working Professional,AI & Deep Learning,2,0
L3260,Shruti Shetty,Email,Yes,92,Kolkata,Student,Data Science - Beginner,1,0
L3261,Diya Verma,Email,Yes,52,Nagpur,Student,Data Science - Advanced,1,1
L3262,Vihaan Sharma,Referral,Yes,47,Hyderabad,Working Professional,AI & Deep Learning,0,1
L3263,Vivaan Khan,Website,Yes,83,Bangalore,Working Professional,AI & Deep Learning,2,0
L3264,Aditya Chopra,Walk-in,Yes,48,Hyderabad,Student,Data Science - Advanced,2,0
L3265,Aarohi Verma,Referral,Yes,76,Mumbai,Student,Machine Learning,0,1
L3266,Krishna Singh,Walk-in,No,98,Mumbai,Freelancer,AI & Deep Learning,0,1
L3267,Riya Choudhary,Email,No,16,Chennai,Working Professional,Data Science - Advanced,1,0
L3268,Rohan Das,Website,Yes,56,Mumbai,Freelancer,AI & Deep Learning,1,0
L3269,Meera Joshi,Referral,Yes,41,Pune,Student,Data Science - Beginner,3,1
L3270,Aditya Choudhary,Social Media,No,20,Nagpur,Working Professional,AI & Deep Learning,4,1
L3271,Isha Nair,Referral,No,10,Bangalore,Student,Data Science - Advanced,5,1
L3272,Aarav Kulkarni,Social Media,Yes,14,Nagpur,Student,Machine Learning,3,0
L3273,Vivaan Mehta,Walk-in,Yes,63,Ahmedabad,Freelancer,Data Science - Beginner,4,0
L3274,Vivaan Khan,Referral,Yes,50,Delhi,Freelancer,Data Science - Beginner,3,1
L3275,Meera Joshi,Social Media,No,54,Jaipur,Student,Machine Learning,5,0
L3276,Shruti Naidu,Email,No,98,Ahmedabad,Freelancer,Data Science - Advanced,3,1
L3277,Sai Kulkarni,Social Media,Yes,62,Pune,Freelancer,AI & Deep Learning,1,0
L3278,Meera Reddy,Email,No,20,Delhi,Working Professional,Data Science - Advanced,2,1
L3279,Kunal Sharma,Referral,Yes,94,Nagpur,Freelancer,Data Science - Advanced,0,1
L3280,Kavya Pillai,Walk-in,No,14,Bangalore,Working Professional,Machine Learning,4,0
L3281,Isha Pillai,Social Media,No,50,Kolkata,Working Professional,Data Science - Beginner,3,1
L3282,Aarohi Kulkarni,Referral,No,48,Mumbai,Freelancer,Machine Learning,3,0
L3283,Aditya Das,Email,No,56,Nagpur,Working Professional,Machine Learning,3,0
L3284,Kunal Iyer,Social Media,Yes,81,Kolkata,Student,Data Science - Advanced,0,0
L3285,Arjun Joshi,Walk-in,No,55,Hyderabad,Student,Data Science - Advanced,3,1
L3286,Riya Iyer,Social Media,Yes,13,Chennai,Working Professional,AI & Deep Learning,0,0
L3287,Isha Reddy,Email,No,71,Kolkata,Freelancer,Data Science - Advanced,0,0
L3288,Arjun Khan,Social Media,Yes,48,Bangalore,Working Professional,Machine Learning,0,0
L3289,Ananya Singh,Walk-in,Yes,65,Nagpur,Freelancer,Data Science - Advanced,4,1
L3290,Aanya Pillai,Website,No,18,Bangalore,Working Professional,Data Science - Beginner,3,0
L3291,Aarav Mehta,Email,Yes,68,Delhi,Freelancer,Data Science - Beginner,0,0
L3292,Shruti Patel,Email,Yes,41,Pune,Freelancer,Machine Learning,4,0
L3293,Aarav Saxena,Email,Yes,57,Jaipur,Freelancer,AI & Deep Learning,2,1
L3294,Isha Naidu,Website,No,89,Delhi,Working Professional,Data Science - Beginner,4,1
L3295,Sai Gupta,Email,Yes,58,Hyderabad,Freelancer,AI & Deep Learning,0,0
L3296,Sai Gupta,Website,Yes,17,Delhi,Working Professional,Data Science - Beginner,2,1
L3297,Saanvi Pillai,Social Media,Yes,47,Mumbai,Freelancer,Machine Learning,4,0
L3298,Rohan Reddy,Walk-in,Yes,99,Ahmedabad,Student,Machine Learning,0,1
L3299,Aanya Das,Social Media,Yes,24,Delhi,Freelancer,Data Science - Advanced,3,1
L3300,Rohan Saxena,Walk-in,Yes,75,Ahmedabad,Working Professional,Data Science - Advanced,3,0
L3301,Ananya Gupta,Referral,No,79,Hyderabad,Freelancer,Machine Learning,2,1
L3302,Arjun Sharma,Website,Yes,34,Ahmedabad,Student,Machine Learning,4,1
L3303,Ishaan Patel,Website,No,31,Kolkata,Student,Machine Learning,2,0
L3304,Krishna Patel,Social Media,Yes,90,Pune,Working Professional,AI & Deep Learning,5,0
L3305,Rohan Reddy,Walk-in,Yes,86,Jaipur,Working Professional,Data Science - Beginner,3,0
L3306,Aarav Khan,Referral,Yes,65,Jaipur,Freelancer,Data Science - Beginner,0,0
L3307,Ananya Naidu,Walk-in,Yes,39,Kolkata,Working Professional,Data Science - Advanced,2,0
L3308,Vivaan Iyer,Email,Yes,36,Mumbai,Student,Data Science - Beginner,4,0
L3309,Vihaan Shetty,Social Media,No,2,Hyderabad,Student,Data Science - Advanced,1,1
L3310,Vihaan Pillai,Walk-in,Yes,40,Bangalore,Working Professional,Data Science - Beginner,4,1
L3311,Isha Sharma,Walk-in,No,7,Chennai,Working Professional,Data Science - Beginner,2,1
L3312,Aarohi Mehta,Social Media,Yes,26,Mumbai,Working Professional,Machine Learning,3,1
L3313,Ananya Saxena,Website,Yes,59,Hyderabad,Freelancer,AI & Deep Learning,4,1
L3314,Vivaan Pillai,Email,Yes,29,Delhi,Working Professional,Machine Learning,2,1
L3315,Aarav Nair,Website,Yes,78,Mumbai,Freelancer,Data Science - Advanced,3,1
L3316,Aditya Bansal,Referral,No,10,Nagpur,Working Professional,Data Science - Beginner,1,0
L3317,Isha Pillai,Email,Yes,9,Ahmedabad,Student,Machine Learning,3,1
L3318,Krishna Patel,Social Media,Yes,4,Ahmedabad,Freelancer,AI & Deep Learning,5,1
L3319,Kunal Das,Social Media,Yes,42,Delhi,Working Professional,Data Science - Beginner,3,1
L3320,Aarav Verma,Email,No,38,Ahmedabad,Working Professional,AI & Deep Learning,4,1
L3321,Meera Naidu,Walk-in,No,66,Bangalore,Freelancer,Data Science - Beginner,3,0
L3322,Krishna Naidu,Social Media,Yes,7,Kolkata,Working Professional,Data Science - Beginner,0,1
L3323,Riya Iyer,Referral,No,74,Bangalore,Freelancer,Data Science - Advanced,1,0
L3324,Saanvi Kulkarni,Social Media,Yes,10,Kolkata,Student,AI & Deep Learning,0,0
L3325,Rohan Nair,Social Media,Yes,12,Bangalore,Working Professional,Machine Learning,0,1
L3326,Ananya Chopra,Referral,No,36,Delhi,Student,Data Science - Advanced,5,1
L3327,Shruti Das,Email,No,21,Delhi,Freelancer,Data Science - Beginner,3,0
L3328,Ishaan Iyer,Email,Yes,1,Nagpur,Working Professional,Data Science - Advanced,3,1
L3329,Diya Mehta,Referral,Yes,95,Jaipur,Working Professional,AI & Deep Learning,1,0
L3330,Saanvi Mehta,Walk-in,No,98,Chennai,Freelancer,Data Science - Advanced,2,1
L3331,Arjun Mehta,Walk-in,No,68,Chennai,Working Professional,Data Science - Advanced,4,0
L3332,Riya Naidu,Walk-in,No,85,Mumbai,Working Professional,Data Science - Beginner,1,1
L3333,Shruti Mehta,Social Media,No,78,Chennai,Working Professional,Data Science - Beginner,3,0
L3334,Diya Joshi,Walk-in,Yes,62,Delhi,Working Professional,AI & Deep Learning,4,0
L3335,Vihaan Reddy,Referral,Yes,44,Nagpur,Working Professional,Data Science - Advanced,2,1
L3336,Aanya Singh,Referral,Yes,76,Ahmedabad,Freelancer,AI & Deep Learning,0,0
L3337,Kunal Choudhary,Email,No,1,Delhi,Freelancer,Data Science - Advanced,2,0
L3338,Riya Reddy,Walk-in,No,51,Jaipur,Student,Machine Learning,2,0
L3339,Kavya Verma,Email,Yes,80,Pune,Working Professional,Data Science - Beginner,0,0
L3340,Aditya Reddy,Social Media,Yes,42,Chennai,Student,AI & Deep Learning,0,1
L3341,Ishaan Shetty,Email,No,99,Jaipur,Freelancer,Data Science - Beginner,1,0
L3342,Krishna Sharma,Social Media,Yes,84,Delhi,Freelancer,Machine Learning,5,1
L3343,Shruti Nair,Social Media,No,62,Pune,Student,Data Science - Advanced,0,0
L3344,Rohan Khan,Walk-in,Yes,64,Kolkata,Freelancer,Data Science - Advanced,5,1
L3345,Diya Choudhary,Referral,Yes,78,Pune,Student,Data Science - Beginner,4,0
L3346,Arjun Sharma,Referral,Yes,97,Mumbai,Freelancer,AI & Deep Learning,2,0
L3347,Riya Naidu,Social Media,Yes,4,Pune,Student,AI & Deep Learning,2,0
L3348,Isha Nair,Website,No,65,Delhi,Working Professional,Data Science - Beginner,3,1
L3349,Isha Khan,Social Media,Yes,19,Delhi,Freelancer,Data Science - Beginner,5,0
L3350,Sai Choudhary,Website,Yes,82,Chennai,Working Professional,Data Science - Beginner,1,1
L3351,Kavya Iyer,Referral,No,78,Jaipur,Freelancer,Machine Learning,1,0
L3352,Ananya Bansal,Walk-in,No,98,Bangalore,Working Professional,Machine Learning,5,1
L3353,Krishna Das,Walk-in,No,65,Mumbai,Student,Data Science - Beginner,2,0
L3354,Krishna Verma,Referral,No,4,Jaipur,Freelancer,Data Science - Beginner,2,1
L3355,Riya Patel,Email,No,90,Hyderabad,Freelancer,Data Science - Beginner,5,1
L3356,Sai Saxena,Walk-in,No,79,Nagpur,Student,Machine Learning,4,0
L3357,Arjun Sharma,Email,No,31,Kolkata,Student,Data Science - Beginner,3,0
L3358,Aanya Naidu,Social Media,Yes,19,Delhi,Working Professional,Machine Learning,0,0
L3359,Sai Nair,Email,No,85,Jaipur,Freelancer,AI & Deep Learning,3,0
L3360,Saanvi Chopra,Website,No,63,Jaipur,Working Professional,Machine Learning,0,0
L3361,Rohan Pillai,Email,Yes,10,Mumbai,Working Professional,Data Science - Advanced,3,1
L3362,Aarav Mehta,Walk-in,No,19,Hyderabad,Working Professional,AI & Deep Learning,3,0
L3363,Vihaan Bansal,Email,No,94,Pune,Student,Data Science - Advanced,0,0
L3364,Meera Verma,Email,No,32,Nagpur,Freelancer,Data Science - Advanced,4,0
L3365,Rohan Shetty,Website,No,29,Pune,Student,Data Science - Beginner,3,0
L3366,Aditya Bansal,Referral,Yes,92,Chennai,Working Professional,Machine Learning,4,1
L3367,Arjun Bansal,Social Media,No,18,Nagpur,Student,AI & Deep Learning,0,1
L3368,Arjun Shetty,Referral,No,87,Mumbai,Working Professional,Data Science - Advanced,3,1
L3369,Ishaan Naidu,Email,Yes,21,Jaipur,Freelancer,Machine Learning,2,1
L3370,Aditya Sharma,Social Media,No,11,Nagpur,Freelancer,Data Science - Beginner,4,1
L3371,Meera Khan,Website,Yes,55,Pune,Student,Data Science - Beginner,0,0
L3372,Isha Sharma,Referral,Yes,17,Delhi,Working Professional,Data Science - Beginner,1,0
L3373,Aarav Mehta,Email,Yes,82,Bangalore,Student,AI & Deep Learning,2,0
L3374,Shruti Reddy,Referral,Yes,72,Nagpur,Freelancer,Data Science - Beginner,3,1
L3375,Krishna Reddy,Referral,No,79,Chennai,Freelancer,AI & Deep Learning,5,1
L3376,Aarav Iyer,Website,Yes,33,Hyderabad,Working Professional,Machine Learning,0,0
L3377,Aanya Reddy,Referral,No,34,Jaipur,Working Professional,Data Science - Beginner,0,1
L3378,Kunal Choudhary,Walk-in,Yes,13,Hyderabad,Freelancer,Data Science - Beginner,3,1
L3379,Kunal Gupta,Walk-in,No,89,Pune,Freelancer,Data Science - Beginner,4,0
L3380,Kunal Reddy,Social Media,No,1,Hyderabad,Student,AI & Deep Learning,4,1
